REIT名,証券コード,物件名,所在地,用途,取得予定日,取得価格_億円,緯度,経度,出典,属性
大和証券リビング投資法人,8986,グランカーサ蔵前,東京都23区,賃貸住宅(ワンルーム),既存保有,15.05,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ清澄白河,東京都23区,賃貸住宅(ワンルーム),既存保有,17.75,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ曳舟,東京都23区,賃貸住宅(ワンルーム),既存保有,27.6,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ王子,東京都23区,賃貸住宅(ワンルーム),既存保有,11.5,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ両国イースト,東京都23区,賃貸住宅(ワンルーム),既存保有,11.2,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ田端,東京都23区,賃貸住宅(ワンルーム),既存保有,8.25,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ錦糸町,東京都23区,賃貸住宅(ワンルーム),既存保有,8.5,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ板橋本町,東京都23区,賃貸住宅(ワンルーム),既存保有,12.3,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ上野,東京都23区,賃貸住宅(ワンルーム),既存保有,9.7,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ大島,東京都23区,賃貸住宅(ワンルーム),既存保有,28.19,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ江戸川橋,東京都23区,賃貸住宅(ワンルーム),既存保有,22.8,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ三ノ輪Ⅱ,東京都23区,賃貸住宅(ワンルーム),既存保有,13.4,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ四谷,東京都23区,賃貸住宅(ワンルーム),既存保有,35,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ三ノ輪Ⅲ,東京都23区,賃貸住宅(ワンルーム),既存保有,9.57,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ三ノ輪Ⅳ,東京都23区,賃貸住宅(ワンルーム),既存保有,19.7,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ行徳,関東,賃貸住宅(ワンルーム),既存保有,25.72,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ大和,関東,賃貸住宅(ワンルーム),既存保有,21.36,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ市川国府台,関東,賃貸住宅(ワンルーム),既存保有,19.11,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ東中野,東京都23区,賃貸住宅(ワンルーム),既存保有,11.74,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ綾瀬,東京都23区,賃貸住宅(ワンルーム),既存保有,6.8,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサさいたま新都心,関東,賃貸住宅(ワンルーム),既存保有,32.1,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ川口並木,関東,賃貸住宅(ワンルーム),既存保有,9.19,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ横濱石川町,関東,賃貸住宅(ワンルーム),既存保有,43.37,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ横浜磯子,関東,賃貸住宅(ワンルーム),既存保有,21.2,35.6895,139.6917,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ錦糸町Ⅱ,東京都23区,賃貸住宅(ワンルーム),既存保有,17,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ住吉Ⅱ,東京都23区,賃貸住宅(ワンルーム),既存保有,14.4,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ上野松が谷,東京都23区,賃貸住宅(ワンルーム),既存保有,12.68,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサお花茶屋,東京都23区,賃貸住宅(ワンルーム),既存保有,19.02,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ葛西,東京都23区,賃貸住宅(ワンルーム),既存保有,12.33,35.6762,139.6503,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo勝川,愛知県,賃貸住宅(ワンルーム),既存保有,5.03,35.1815,136.9066,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,さくらHillsリバーサイドWEST,愛知県,賃貸住宅(ワンルーム),既存保有,19.2,35.1815,136.9066,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,さくらHillsリバーサイドEAST,愛知県,賃貸住宅(ワンルーム),既存保有,10.3,35.1815,136.9066,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,さくらHills名駅NORTH,愛知県,賃貸住宅(ワンルーム),既存保有,7.5,35.1815,136.9066,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,グランカーサ千代田,愛知県,賃貸住宅(ワンルーム),既存保有,9.59,35.1815,136.9066,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo市岡,大阪府,賃貸住宅(ワンルーム),既存保有,7.22,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo海老江,大阪府,賃貸住宅(ワンルーム),既存保有,3.5,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo今福西,大阪府,賃貸住宅(ワンルーム),既存保有,4.13,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo塚本,大阪府,賃貸住宅(ワンルーム),既存保有,7.3,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo谷町,大阪府,賃貸住宅(ワンルーム),既存保有,10.4,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo難波wⅡ,大阪府,賃貸住宅(ワンルーム),既存保有,4.86,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo難波wⅠ,大阪府,賃貸住宅(ワンルーム),既存保有,6.9,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo浜崎通,近畿,賃貸住宅(ワンルーム),既存保有,22.8,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo南森町,大阪府,賃貸住宅(ワンルーム),既存保有,4.93,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo松屋町,大阪府,賃貸住宅(ワンルーム),既存保有,8.1,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo新大阪,大阪府,賃貸住宅(ワンルーム),既存保有,8.61,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo三宮イースト,近畿,賃貸住宅(ワンルーム),既存保有,7.31,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,willDo九条,大阪府,賃貸住宅(ワンルーム),既存保有,5.37,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,プロスペクト中之島,大阪府,賃貸住宅(ワンルーム),既存保有,7.34,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,プロスペクト豊中服部,大阪府,賃貸住宅(ワンルーム),既存保有,3.66,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,プロスペクト下鴨,近畿,賃貸住宅(ワンルーム),既存保有,2.81,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
大和証券リビング投資法人,8986,プロスペクト河原町五条,近畿,賃貸住宅(ワンルーム),既存保有,5.83,34.6937,135.5023,公式ポートフォリオ一覧2026/7/1時点(地域区分レベルの近似座標),住宅
